Agency Name,Building/Facility Name,ZIP Code, Year , Gross Floor Area  ,Source kBtu,Source EUI
TWA-CA,Newburgh Complex Vehicle Storage (M1835),12550,2016-17,103614,53960880,520.79
TWA-CA,Newquip (Brookside Farm) And Maintenance Garage (M5341),12550,2016-17,0,0,
TWA-CA,Nyack Division Hq And Maintenance Garage (M1341),10994,2016-17,46300,7650850,165.25
TWA-CA,Syracuse Division HQ And Maintenance Garage (M3341),13057,2016-17,79892,12549910,157.09
UNDC,1 United Nations Plaza,10017,2016-17,586305,138398220,236.05
UNDC,2 United Nations Plaza,10017,2016-17,565113,107962980,191.05
UNDC,UNICEF House,10017,2016-17,228174,52341480,229.39
Agriculture and Markets,NY State Fair,13209,2015-16,706854,88407260,125.07
CUNY,Baruch College Campus,10010,2015-16,1572633,347190890,220.77
CUNY,Brooklyn College Campus,11210,2015-16,2371951,693210530,292.25
CUNY,Central Office Campus,10075,2015-16,124514,31081930,249.63
CUNY,City College Of New York Campus,10031,2015-16,3353318,1122619380,334.78
CUNY,City Tech College Campus,11201,2015-16,1017501,209776550,206.17
CUNY,College Of Staten Island Campus,10314,2015-16,1496668,427854620,285.87
CUNY,Graduate Center,10016,2015-16,680537,136138780,200.05
CUNY,Honors College,10023,2015-16,24096,5900010,244.85
CUNY,Hunter College Campus,10021,2015-16,2652582,542216560,204.41
CUNY,John Jay College Of Criminal Justice Campus,10019,2015-16,1463371,338369710,231.23
CUNY,Lehman College Campus,10468,2015-16,1618772,477766640,295.14
CUNY,Medgar Evers College Campus,11225,2015-16,571193,173019510,302.91
CUNY,Queens College Campus,11367,2015-16,2730015,544957970,199.62
CUNY,York College Campus,11451,2015-16,937761,228012610,243.15
DASNY,DASNY Headquarters (Albany),12207,2015-16,180000,23838460,132.44
DASNY,Delmar Building,12054,2015-16,43000,7059730,164.18
DEC,Avon Office,14414,2015-16,47028,4378060,93.09
DEC,Herkimer Suboffice,13350,2015-16,22400,537400,23.99
DEC,"New Paltz Regional Office - Office Bldg. (NYSDEC), Region 3",12561,2015-16,41400,4976300,120.2
DEC,Raybrook Office,12977,2015-16,39856,2859000,71.73
DEC,Salmon River Fish Hatchery,13302,2015-16,46400,11352370,244.66
DEC,Stamford Suboffice,12167,2015-16,23949,1710970,71.44
DEC,Warrensburg Suboffice,12885,2015-16,40769,4873850,119.55
DMNA,Auburn Armory,13021,2015-16,55705,7953970,142.79
DMNA,Binghamton Armory And Facility Maintenance Shop,13905,2015-16,125401,5401510,43.07
DMNA,Bronx Armory,10468,2015-16,34265,3645870,106.4
DMNA,Buffalo Connecticut Street Armory And Field Maintenance Shop,14213,2015-16,384501,15769530,41.01
DMNA,Buffalo Masten Ave Armory,14204,2015-16,301743,11237240,37.24
DMNA,Buffalo Masten Ave Facility Maintenance Shop,14204,2015-16,36696,2027350,55.25
DMNA,Camp Smith Training Site Campus,10567,2015-16,621292,42359140,68.18
DMNA,Dunkirk Armory,14048,2015-16,23845,2814640,118.04
DMNA,Geneseo Armory,14454,2015-16,45252,2310090,51.05
DMNA,Geneva Armory,14456,2015-16,33626,1869460,55.6
DMNA,Gloversville Armory,12078,2015-16,42352,2010470,47.47
DMNA,Hornell Armory,14843,2015-16,41919,1504980,35.9
DMNA,Horseheads Armory,14845,2015-16,27641,1627740,58.89
DMNA,Ithaca Armory,14850,2015-16,29661,1954740,65.9
DMNA,Jamaica Armory And Facility Maintenance Shop,11433,2015-16,312231,22217950,71.16
DMNA,Jamestown Armory And Facility Maintenance Shop,14701,2015-16,42771,1688140,39.47
DMNA,Kingston Armory,12401,2015-16,111745,8166410,73.08
DMNA,Latham Army Aviation Support Facility,12110,2015-16,38797,6983200,179.99
DMNA,"Latham HQ, Armory And Facility Mainenance Shop Campus",12110,2015-16,196658,33719660,171.46
DMNA,Leeds Armory,12451,2015-16,37732,2153010,57.06
DMNA,Lockport Armory,14094,2015-16,28281,2107900,74.53
DMNA,Morrisonville Armory,12962,2015-16,22187,1426450,64.29
DMNA,New York Fifth Avenue Armory,10037,2015-16,245395,20548130,83.73
DMNA,New York Lexington Avenue Armory,10010,2015-16,226785,14813640,65.32
DMNA,Ogdensburg Armory,13669,2015-16,33963,2039730,60.06
DMNA,Olean Armory,14760,2015-16,48097,1619300,33.67
DMNA,Orangeburg Armory,10962,2015-16,28321,905080,31.96
DMNA,Peekskill Armory,10566,2015-16,81534,3666210,44.97
DMNA,Queensbury Armory,12804,2015-16,49363,7796110,157.93
DMNA,Rochester Patriot Way Armory,14624,2015-16,131436,8633900,65.69
DMNA,Rochester Patriot Way Army Aviation Support Facility,14624,2015-16,94982,8690250,91.49
DMNA,Ronkonkoma Armory And Army Aviation Support Facility,11779,2015-16,78694,12809240,162.77
DMNA,Saranac Lake Armory,12983,2015-16,22862,1956710,85.59
DMNA,Saratoga Springs Museum,12866,2015-16,37707,3268910,86.69
DMNA,Staten Island Armory,10314,2015-16,61600,7278360,118.16
DMNA,Staten Island Combined Support Maintenance Shop,10314,2015-16,27633,3297660,119.34
DMNA,Troy Glenmore Road Armory And Facility Maintenance Shop,12180,2015-16,80218,7360050,91.75
DMNA,Troy South Lake Avenue Armory,12180,2015-16,21316,1470690,68.99
DMNA,Utica Armory,13501,2015-16,106387,15817860,148.68
DMNA,Whitestone Armory,11357,2015-16,39515,1750280,44.29
DMNA,Yonkers Armory,10701,2015-16,23762,2343640,98.63
DOCCS,Adirondack Correctional Facility,12977,2015-16,500512,85940610,171.71
DOCCS,Albion Correctional Facility,14411,2015-16,704344,187267800,265.88
DOCCS,Altona Correctional Facility,12910,2015-16,224212,56570910,252.31
DOCCS,Attica Correctional Facility,14011,2015-16,1144662,345334820,301.69
DOCCS,Auburn Correctional Facility,13024,2015-16,1197892,111974800,93.48
DOCCS,Bare Hill Correctional Facility,12953,2015-16,491384,159306570,324.2
DOCCS,Bedford Hills Correctional Facility,10507,2015-16,640359,187473590,292.76
DOCCS,Cape Vincent Correctional Facility,13618,2015-16,309729,90761000,293.03
DOCCS,Cayuga Correctional Facility,13118,2015-16,369944,115887600,313.26
DOCCS,Clinton Correctional Facility,12929,2015-16,1944182,420440240,216.26
DOCCS,Collins Correctional Facility,14034,2015-16,890271,169835370,190.77
DOCCS,Coxsackie Correctional Facility,12051,2015-16,658906,141173780,214.25
DOCCS,Downstate Correctional Facility,12524,2015-16,584254,424866460,727.19
DOCCS,Eastern Correctional Facility,12458,2015-16,971207,173916490,179.07
DOCCS,Edgecombe Correctional Facility,10032,2015-16,86122,18416220,213.84
DOCCS,Elmira Correctional Facility,14901,2015-16,1575830,294199650,186.7
DOCCS,Fishkill Correctional Facility,12508,2015-16,1559649,309716090,198.58
DOCCS,Five Points Correctional Facility,14541,2015-16,997438,215825270,216.38
DOCCS,Franklin Correctional Facility,12953,2015-16,544054,141466810,260.02
DOCCS,Gouverneur Correctional Facility,13642,2015-16,375964,113178200,301.03
DOCCS,Gowanda Correctional Facility,14070,2015-16,885250,168305600,190.12
DOCCS,Great Meadow Correctional Facility,12821,2015-16,1098651,279112880,254.05
DOCCS,Greene Correctional Facility,12051,2015-16,575382,170545210,296.4
DOCCS,Green Haven Correctional Facility,12582,2015-16,1537919,267593860,174
DOCCS,Groveland Correctional Facility,14556,2015-16,1117176,186712090,167.13
DOCCS,Hale Creek Correctional Facility,12095,2015-16,129594,33873400,261.38
DOCCS,Hudson Correctional Facility,12534,2015-16,349222,71209820,203.91
DOCCS,Lakeview Correctional Facility,14716,2015-16,430237,92052020,213.96
DOCCS,Lincoln Correctional Facility,10026,2015-16,56919,10002730,175.74
DOCCS,Livingston Correctional Facility,14556,2015-16,287232,117474010,408.99
DOCCS,Marcy Correctional Facility,13403,2015-16,616096,133093130,216.03
DOCCS,Mid-State Correctional Facility,13403,2015-16,1077380,315692510,293.02
DOCCS,Mohawk Correctional Facility,13440,2015-16,934933,349030120,373.32
DOCCS,Moriah Correctional Facility,12956,2015-16,113881,21353260,187.51
DOCCS,Ogdensburg Correctional Facility,13669,2015-16,524842,78370290,149.32
DOCCS,Orleans Correctional Facility,14411,2015-16,356243,96761240,271.62
DOCCS,Otisville Correctional Facility,10963,2015-16,402366,74262400,184.56
DOCCS,Queensboro Correctional Facility,11101,2015-16,128372,36385490,283.44
DOCCS,Riverview Correctional Facility,13669,2015-16,309348,110634120,357.64
DOCCS,Shawangunk Correctional Facility,12589,2015-16,339583,85131390,250.69
DOCCS,Sing Sing Correctional Facility,10562,2015-16,1068852,220209880,206.02
DOCCS,Southport Correctional Facility,14871,2015-16,430326,88653770,206.02
DOCCS,Sullivan Annex,12733,2015-16,59246,2808060,47.4
DOCCS,Sullivan Correctional Facility,12733,2015-16,373992,113866050,304.46
DOCCS,Taconic Correctional Facility,10507,2015-16,241852,83430500,344.97
DOCCS,Training Academy,12208,2015-16,92922,16865450,181.5
DOCCS,Ulster Correctional Facility,12458,2015-16,287403,80147770,278.87
DOCCS,Upstate Correctional Facility,12953,2015-16,710948,169370360,238.23
DOCCS,Wallkill Correctional Facility,12589,2015-16,513759,80747350,157.17
DOCCS,Washington Correctional Facility,12821,2015-16,471270,102885370,218.32
DOCCS,Watertown Correctional Facility,13601,2015-16,341785,80380210,235.18
DOCCS,Wende Correctional Facility,14004,2015-16,623100,122559630,196.69
DOCCS,Willard D.T.C.,14588,2015-16,1176753,164147190,139.49
DOCCS,Woodbourne Correctional Facility,12788,2015-16,409997,117136620,285.7
DOCCS,Wyoming Correctional Facility,14011,2015-16,729141,138652710,190.16
DOH,David Axelrod Institute,12208,2015-16,225000,175877730,781.68
DOH,Griffin Laboratory,12159,2015-16,80000,71443960,893.05
DOH,Helen Hayes Hospital,10993,2015-16,343580,159707120,464.83
DOH,NYS Veterans' Home at Batavia,14020,2015-16,80381,22982540,285.92
DOH,NYS Veterans' Home at Montrose,10548,2015-16,154000,29093140,188.92
DOH,NYS Veterans' Home at St. Albans,11434,2015-16,151000,41932720,277.7
DOH,Skilled Nursing Facility-NYS Veterans' Home At Oxford,13830,2015-16,221767,76064670,342.99
DOL,NYSDOL - 250 Schermerhorn,11201,2015-16,72000,9584810,133.12
DOT,Broome County HQ,13904,2015-16,31000,3968690,128.02
DOT,Hamburg HQ,14075,2015-16,22963,3527910,153.63
DOT,Lockport HQ,14094,2015-16,43000,5511210,128.17
DOT,Lowville HQ,13367,2015-16,27579,3206440,116.26
DOT,Melville HQ,11747,2015-16,32500,5037990,155.02
DOT,Monroe East HQ,14445,2015-16,25829,3706310,143.49
DOT,North Merrick HQ,11566,2015-16,57250,5730340,100.09
DOT,Ogdensburg Sub-HQ,13669,2015-16,30000,3496560,116.55
DOT,Onondaga East HQ,13212,2015-16,30453,4472710,146.87
DOT,Region 3 Fleet Adminstration Shop,13212,2015-16,65044,6857050,105.42
DOT,Region 5 Fleet Adminstration Shop,14075,2015-16,43250,6057800,140.06
DOT,Region 6 Fleet Administration Shop,14843,2015-16,44339,4201240,94.75
DOT,Region 7 Fleet Adminstration Shop,13601,2015-16,37200,3999210,107.51
DOT,Riverhead HQ,11901,2015-16,30000,3709450,123.65
DOT,Schuyler-Yates Sub-HQ,14527,2015-16,35710,5038990,141.11
DOT,Syosset HQ,11791,2015-16,30000,6639130,221.3
DOT,Watertown HQ,13601,2015-16,30000,3861620,128.72
DOT,Wyoming County HQ,14569,2015-16,27125,3585270,132.18
MTA,130 Livingston Street,11201,2015-16,565650,-324927530,-574.43
MTA,2 Broadway Office,10004,2015-16,1600000,370211590,231.38
MTA,99th Street Lighting,10029,2015-16,23260,3304210,142.06
MTA,Amsterdam Depot,10027,2015-16,87061,7515890,86.33
MTA,Baisley Park Depot,11434,2015-16,83295,31314800,375.95
MTA,Bergen Street,11213,2015-16,48700,15735260,323.11
MTA,Brewster North Maintenance Facility,10509,2015-16,65000,27727300,426.57
MTA,Casey Stengel Depot,11368,2015-16,142350,80610520,566.28
MTA,Castleton Depot,10309,2015-16,148239,60964100,411.26
MTA,Central Substation,10019,2015-16,35200,11463500,325.67
MTA,College Point Depot,11354,2015-16,127018,65968620,519.36
MTA,Eastchester Depot,10475,2015-16,66217,39638580,598.62
MTA,Far Rockaway Depot,11691,2015-16,27317,11585530,424.11
MTA,Flatbush Depot,11234,2015-16,186732,71946810,385.29
MTA,Fresh Pond Depot,11385,2015-16,165895,57125530,344.35
MTA,Grand Avenue Depot,11378,2015-16,566290,223732680,395.08
MTA,Grand Central Terminal,10017,2015-16,3229078,576108610,178.41
MTA,Gun Hill Depot,10469,2015-16,297600,68966320,231.74
MTA,Hillside Support Facility - Building # 2,11423,2015-16,314811,240979230,765.47
MTA,Jackie Gleason Depot,11232,2015-16,308333,98196750,318.48
MTA,Jamaica Corporate,11435,2015-16,64275,44164770,687.12
MTA,Jamaica Depot,11433,2015-16,97674,52345770,535.92
MTA,JFK Depot,11434,2015-16,154982,51855910,334.59
MTA,Kingsbridge Depot,10034,2015-16,332489,76285820,229.44
MTA,La Guardia Depot,11370,2015-16,112464,44559900,396.21
MTA,Manhattanville Depot,10027,2015-16,417793,126432280,302.62
MTA,Maspeth Warehouse,11378,2015-16,424204,43209980,101.86
MTA,Michael J. Quill Depot,10018,2015-16,473640,155516600,328.34
MTA,NYCT Learning Center,11223,2015-16,56000,12383940,221.14
MTA,Print Shop,11231,2015-16,32750,12169170,371.58
MTA,Quay Street Depot,11222,2015-16,73000,13630580,186.72
MTA,Queens Village Depot,11428,2015-16,213492,61489020,288.02
MTA,Rail Control Center,10019,2015-16,248000,98046930,395.35
MTA,Sheridan Shop - Richmond Hill,11418,2015-16,73413,41776630,569.06
MTA,Signal Learning Center,10011,2015-16,28000,1703900,60.85
MTA,Spring Creek Depot,11208,2015-16,59904,35837240,598.24
MTA,Tiffany Street Iron Shop,10474,2015-16,69000,17051750,247.13
MTA,Tiffany St. Warehouse,10474,2015-16,375000,26272860,70.06
MTA,Tuskegee Airmen Depot,10029,2015-16,375383,172330200,459.08
MTA,Ulmer Park Depot,11214,2015-16,136957,85945790,627.54
MTA,West Farms Depot,10460,2015-16,160680,67723510,421.48
MTA,Woodside Revenue 33-33,11377,2015-16,25000,5666940,226.68
MTA,Woodside Revenue 33-61,11377,2015-16,31070,19934880,641.61
MTA,Yukon Depot,10314,2015-16,267516,49790990,186.12
MTA,Zerega Central Maintenance Facility,10462,2015-16,228353,104742330,458.69
NFTA,Bnia Maintenance Building,14225,2015-16,32500,2887110,88.83
NFTA,Buffalo-Niagara International Airport,14225,2015-16,449984,175562100,390.15
NFTA,Cold Spring Bus Garage,14209,2015-16,204412,61809850,302.38
NFTA,Facility Maintenance Department,14225,2015-16,25543,1360730,53.27
NFTA,Frontier Bus Garage,14217,2015-16,142356,53336930,374.67
NFTA,Gisel Wolford Garage,14206,2015-16,114466,33039620,288.64
NFTA,Metropolitan Transportation Center,14203,2015-16,103119,36445960,353.44
NFTA,Niagara Falls International Airport,14304,2015-16,69430,15909240,229.14
NYCCOC,Javits Center,10001,2015-16,2100000,436791470,208
NYPA,500-MW,11105,2015-16,81120,3366300,41.5
NYPA,Clark Energy Center,13403,2015-16,116267,87146150,749.53
NYPA,General Maintenance,14092,2015-16,29660,5526760,186.34
NYPA,Niagara,14092,2015-16,90402,10726200,118.65
NYPA,St. Lawrence,13662,2015-16,59315,3637190,61.32
NYPA,White Plains,10601,2015-16,637084,78452530,123.14
NYSERDA,NYSERDA Albany Office,12203,2015-16,66000,9645070,146.14
NYSIF,Albany 15 Office,12205,2015-16,38221,7756910,202.95
NYSIF,Albany 1 Office,12205,2015-16,58831,9822300,166.96
NYSIF,Buffalo Office,14203,2015-16,49059,5698420,116.15
NYSIF,NYC Office,10007,2015-16,316087,57792360,182.84
NYSIF,Syracuse Office,13088,2015-16,58644,17040160,290.57
NYSP,Sp Carthage,13619,2015-16,25000,1732970,69.32
NYSP,Troop A HQ,14020,2015-16,47000,8395960,178.64
NYSP,Troop B HQ,12977,2015-16,60000,8537270,142.29
NYSP,Troop C HQ,13849,2015-16,69000,5314220,77.02
NYSP,Troop D HQ,13421,2015-16,63185,10016270,158.52
NYSP,Troop E HQ,14425,2015-16,52000,6713650,129.11
NYSP,Troop F HQ,10941,2015-16,63185,10442780,165.27
NYSP,Troop K HQ,12578,2015-16,55000,8581240,156.02
OASAS,Kingsboro ATC,11221,2015-16,110000,19170910,174.28
OCFS,Brookwood Secure Center,12513,2015-16,108355,25652320,236.74
OCFS,Ella McQueen Reception Center,11221,2015-16,54532,11761170,215.67
OCFS,Finger Lakes Residential Center,14882,2015-16,118206,32776100,277.28
OCFS,Goshen Secure Center,10924,2015-16,81837,19035370,232.6
OCFS,Highland Residential Center,12528,2015-16,173592,18957710,109.21
OCFS,Industry School,14543,2015-16,296490,17161710,57.88
OCFS,MacCormick Secure Center,14817,2015-16,51824,11379230,219.57
OCFS,Taberg Residential Center,13471,2015-16,53273,12415870,233.06
OGS,Albany - 110 State Office Building,12236,2015-16,470000,79633780,169.43
OGS,Albany - 44 Holland Avenue,12208,2015-16,286399,66193240,231.12
OGS,Albany - 50 Wolf Road,12232,2015-16,390760,65521810,167.68
OGS,Albany - 625 Broadway,12233,2015-16,469109,69302420,147.73
OGS,Albany - Empire State Plaza,12242,2015-16,11852234,2888773900,243.73
OGS,Albany - Hampton Plaza,12207,2015-16,102095,14779710,144.76
OGS,Albany - Harriman Campus,12226,2015-16,2932245,806316040,274.98
OGS,Albany - Ten Eyck Building,12207,2015-16,341992,100238070,293.1
OGS,Binghamton State Office Building,13901,2015-16,277281,59675530,215.22
OGS,Brooklyn - Shirley A. Chisholm State Office Building,11217,2015-16,337311,25013640,74.16
OGS,Buffalo - Senator Walter J. Mahoney State Office Building,14202,2015-16,88574,8775030,99.07
OGS,"Harlem - Adam Clayton Powell, Jr. State Office Building",10027,2015-16,386069,48137420,124.69
OGS,Hauppauge - Perry B. Duryea State Office Building,11788,2015-16,417784,47032530,112.58
OGS,Hawthorne - Hudson Valley Transportation Management Center,10532,2015-16,108634,43210500,397.76
OGS,Hornell - Henderson-Smith State Office Building,14843,2015-16,71363,7456000,104.48
OGS,Oneonta - Homer Folks Facility,13820,2015-16,29301,4801140,163.86
OGS,Poughkeepsie - Eleanor Roosevelt State Office Building,12603,2015-16,88035,12255460,139.21
OGS,Schenectady - 328 State Street,12305,2015-16,116566,17127620,146.93
OGS,Syracuse - Senator John J. Hughes State Office Building,13202,2015-16,203418,23722920,116.62
OGS,Utica State Office Building,13501,2015-16,259807,37684690,145.05
OGS,Watertown - Dulles State Office Building,13601,2015-16,237797,32613000,137.15
OMH,Binghamton PC,13901,2015-16,559220,99843940,178.54
OMH,Bronx PC,10461,2015-16,1581655,278719240,176.22
OMH,Brooklyn Children's PC,11233,2015-16,123610,27785980,224.79
OMH,Buffalo PC,14213,2015-16,634590,143671860,226.4
OMH,Capital District PC,12208,2015-16,455251,95475710,209.72
OMH,Central NY PC,13403,2015-16,601026,127067620,211.42
OMH,Creedmoor PC,11427,2015-16,1346723,214753050,159.46
OMH,Elmira PC,14901,2015-16,232693,50348350,216.37
OMH,Hudson River PC,12601,2015-16,254404,21167200,83.2
OMH,Hutchings PC,13210,2015-16,432168,85286410,197.35
OMH,Kingsboro PC,11203,2015-16,598600,120830580,201.86
OMH,Manhattan PC,10035,2015-16,2034255,306178560,150.51
OMH,Middletown PC,10940,2015-16,75955,23895550,314.6
OMH,Mid-Hudson PC,10958,2015-16,335766,65573340,195.29
OMH,Mohawk Valley PC,13502,2015-16,650326,102295330,157.3
OMH,NYSPI,10032,2015-16,558134,247403820,443.27
OMH,Pilgrim PC,11717,2015-16,1704519,330154220,193.69
OMH,Queens Children's PC,11426,2015-16,221893,68050770,306.68
OMH,Rochester PC,14620,2015-16,716938,130836750,182.49
OMH,Rockland Cook Chill,10962,2015-16,59067,51125820,865.56
OMH,Rockland PC,10962,2015-16,1598010,392484800,245.61
OMH,Sagamore PC,11746,2015-16,149000,30756320,206.42
OMH,South Beach PC,10305,2015-16,584003,121855450,208.66
OMH,St. Lawrence PC,13669,2015-16,546556,212620660,389.02
OPRHP,Administration Building,14779,2015-16,30660,15189570,495.42
OPRHP,Bayard Cutting Mansion,11769,2015-16,23385,1210420,51.76
OPRHP,Bear Mountain Garage,10911,2015-16,28535,2094980,73.42
OPRHP,Bear Mountain Iona Storage,10911,2015-16,30527,364500,11.94
OPRHP,Belmont Lakes Offices,11703,2015-16,53144,9506200,178.88
OPRHP,Belmont Lakes Storage,11703,2015-16,35630,2829760,79.42
OPRHP,Caumsett Field Mansion,11743,2015-16,33030,849910,25.73
OPRHP,Connetquot Offices,11743,2015-16,22324,632290,28.32
OPRHP,Heckscher Shop,11739,2015-16,20672,3331810,161.18
OPRHP,"Lincoln Bathhouse, SSSP",12866,2015-16,104225,7519030,72.14
OPRHP,Mills Mansion,12580,2015-16,47400,2008350,42.37
OPRHP,Mills Norrie Barn,12580,2015-16,30328,130390,4.3
OPRHP,Minnewaska Maintenance Garage,12466,2015-16,24482,781500,31.92
OPRHP,Niagara Maintenance Center,14303,2015-16,31050,5536690,178.32
OPRHP,Niagara Visitor Center,14304,2015-16,21905,34450530,1572.72
OPRHP,Peebles Island Labs,12188,2015-16,26700,266490,9.98
OPRHP,Peebles Island Offices,12188,2015-16,120225,8809170,73.27
OPRHP,RCSP Activities Building,10453,2015-16,45100,4392560,97.4
